timestamp,symbol,close
2023-08-07,ABBV,1.0
2023-08-08,ABBV,0.9952770571409565
2023-08-09,ABBV,1.0029268941661678
2023-08-10,ABBV,1.0073837557373777
2023-08-11,ABBV,1.0123062595622963
2023-08-14,ABBV,1.0129049424599215
2023-08-15,ABBV,1.0119071376305462
2023-08-16,ABBV,1.0081154792789198
2023-08-17,ABBV,0.9979378700192909
2023-08-18,ABBV,0.998736113882791
2023-08-21,ABBV,0.9988691545267078
2023-08-22,ABBV,0.9860972527107031
2023-08-23,ABBV,0.9783808953635336
2023-08-24,ABBV,0.9753874808754073
2023-08-25,ABBV,0.9757866028071575
2023-08-28,ABBV,0.9807091066320761
2023-08-29,ABBV,0.9817734317834098
2023-08-30,ABBV,0.9866294152863698
2023-08-31,ABBV,0.9775826515000332
2023-09-01,ABBV,0.9858311714228696
2023-09-05,ABBV,0.9718619038116143
2023-09-06,ABBV,0.9686024080356549
2023-09-07,ABBV,0.990554114281913
2023-09-08,ABBV,0.991285837823455
2023-09-11,ABBV,0.9914188784673716
2023-09-12,ABBV,0.992948845872414
2023-09-13,ABBV,1.0055211867225435
2023-09-14,ABBV,1.0220182265682165
2023-09-15,ABBV,1.0119071376305462
2023-09-18,ABBV,1.0240138362269673
2023-09-19,ABBV,1.0210204217388412
2023-09-20,ABBV,1.0218186656023416
2023-09-21,ABBV,1.020621299807091
2023-09-22,ABBV,1.0160313975919644
2023-09-25,ABBV,1.0287367790860107
2023-09-26,ABBV,1.0238142752610921
2023-09-27,ABBV,1.0186256901483401
2023-09-28,ABBV,1.0127719018160046
2023-09-29,ABBV,0.9915519191112885
2023-10-02,ABBV,0.9861637730326615
2023-10-03,ABBV,0.9807091066320761
2023-10-04,ABBV,0.9824386350029933
2023-10-05,ABBV,0.9808421472759926
2023-10-06,ABBV,0.9860972527107031
2023-10-09,ABBV,0.9918845207210802
2023-10-10,ABBV,0.9904210736379963
2023-10-11,ABBV,0.9934144881261224
2023-10-12,ABBV,0.9864963746424532
2023-10-13,ABBV,0.9842346836958691
2023-10-16,ABBV,0.9793787001929087
2023-10-17,ABBV,0.9923501629747887
2023-10-18,ABBV,0.9930153661943723
2023-10-19,ABBV,0.9680037251380297
2023-10-20,ABBV,0.972726667997073
2023-10-23,ABBV,0.9627486197033193
2023-10-24,ABBV,0.9732588305727399
2023-10-25,ABBV,0.9662741967671122
2023-10-26,ABBV,0.9658750748353621
2023-10-27,ABBV,0.9241668329674715
2023-10-30,ABBV,0.9438568482671454
2023-10-31,ABBV,0.9391339054081022
2023-11-01,ABBV,0.9477150269407303
2023-11-02,ABBV,0.9529701323754406
2023-11-03,ABBV,0.9407303931351026
2023-11-06,ABBV,0.9392669460520188
2023-11-07,ABBV,0.9456528969600212
2023-11-08,ABBV,0.9447881327745625
2023-11-09,ABBV,0.9182465243131775
2023-11-10,ABBV,0.9219051420208874
2023-11-13,ABBV,0.922237743630679
2023-11-14,ABBV,0.9183795649570944
2023-11-15,ABBV,0.9153196301470098
2023-11-16,ABBV,0.9198430120401782
2023-11-17,ABBV,0.919976052684095
2023-11-20,ABBV,0.9200425730060533
2023-11-21,ABBV,0.9228364265283042
2023-11-22,ABBV,0.921106898157387
2023-11-24,ABBV,0.922437304596554
2023-11-27,ABBV,0.9252311581188052
2023-11-28,ABBV,0.9185126056010111
2023-11-29,ABBV,0.921306459123262
2023-11-30,ABBV,0.9471828643650634
2023-12-01,ABBV,0.953967937204816
2023-12-04,ABBV,0.9588904410297345
2023-12-05,ABBV,0.9616842945519855
2023-12-06,ABBV,0.9737244728264484
2023-12-07,ABBV,0.9843012040178274
2023-12-08,ABBV,0.9930153661943723
2023-12-11,ABBV,1.0060533492982107
2023-12-12,ABBV,1.0193574136898822
2023-12-13,ABBV,1.0264085678174681
2023-12-14,ABBV,1.0302667464910529
2023-12-15,ABBV,1.0246790394465508
2023-12-18,ABBV,1.0205547794851326
2023-12-19,ABBV,1.021752145280383
2023-12-20,ABBV,1.0090467637863367
2023-12-21,ABBV,1.0150335927625889
2023-12-22,ABBV,1.0306658684228032
2023-12-26,ABBV,1.0285372181201355
2023-12-27,ABBV,1.0302667464910529
