timestamp,open,high,low,close,volume
2023-12-27,19.3300,19.4000,19.1750,19.2800,2939535
2023-12-26,19.1300,19.4400,19.0300,19.3600,2204922
2023-12-22,18.9600,19.3150,18.8600,19.1000,2907712
2023-12-21,18.6000,19.0150,18.5600,18.8500,4595449
2023-12-20,19.3000,19.3300,18.3500,18.3700,6999769
2023-12-19,19.2700,19.5000,19.1700,19.3600,5259697
2023-12-18,19.4300,19.4400,18.9300,19.0200,4448631
2023-12-15,19.6000,19.7600,19.1600,19.3500,10852625
2023-12-14,19.7500,20.2400,19.4500,19.6300,10522630
2023-12-13,18.3200,19.4200,18.1000,19.3300,10544591
2023-12-12,18.1300,18.2700,17.8600,18.2100,4472209
2023-12-11,18.0900,18.3900,17.9000,18.0500,5257347
2023-12-08,18.1500,18.2600,18.0300,18.2200,6169917
2023-12-07,18.0600,18.3300,17.9400,18.1700,4040500
2023-12-06,18.1300,18.2000,17.8600,17.9400,10013063
2023-12-05,17.9700,18.0700,17.7500,17.9400,4779173
2023-12-04,17.9000,18.1350,17.7100,17.9800,7498911
2023-12-01,17.1300,18.1400,17.1300,18.1300,5483745
2023-11-30,17.2900,17.5200,17.0400,17.2100,8903821
2023-11-29,17.2900,17.4750,17.0000,17.2200,5351497
2023-11-28,16.9400,17.2700,16.7699,17.1700,3751014
2023-11-27,16.8900,16.9700,16.6800,16.9100,4581027
2023-11-24,16.8700,17.0800,16.8600,16.9300,2055826
2023-11-22,16.8600,16.9218,16.6300,16.9100,4408206
2023-11-21,17.1200,17.1899,16.6305,16.7400,5930464
2023-11-20,16.9300,17.2600,16.6700,17.2100,4738306
2023-11-17,17.0800,17.1200,16.8400,17.0100,4858265
2023-11-16,17.0700,17.1900,16.7450,16.9100,4827005
2023-11-15,16.8400,17.2650,16.7800,17.0100,7047104
2023-11-14,16.1700,16.9600,16.1500,16.9400,7531871
2023-11-13,15.7400,15.8990,15.5100,15.5400,5024912
2023-11-10,15.7800,15.9199,15.5800,15.7000,4816072
2023-11-09,16.3000,16.3400,15.5900,15.6300,6535987
2023-11-08,16.3700,16.4000,16.0800,16.2200,6343187
2023-11-07,16.4000,16.4300,16.1000,16.1400,5877549
2023-11-06,16.6300,16.9150,16.3200,16.3400,9131939
2023-11-03,16.0000,16.8400,15.6300,16.7900,12325397
2023-11-02,15.0300,15.5200,15.0000,15.5000,12379489
2023-11-01,14.9300,14.9500,14.7000,14.8500,15484288
2023-10-31,14.9000,14.9250,14.6736,14.9000,8905103
2023-10-30,14.9000,15.0750,14.7150,14.9500,9187614
2023-10-27,14.8100,14.9600,14.5316,14.7500,18329746
2023-10-26,14.7300,14.9650,14.6500,14.9000,6990966
2023-10-25,14.3400,14.6999,14.3311,14.6800,7998437
2023-10-24,14.1600,14.5700,14.1500,14.5300,8650523
2023-10-23,13.6200,14.2900,13.5500,14.0000,8187008
2023-10-20,13.7500,13.9350,13.6000,13.8300,12450694
2023-10-19,13.7800,14.1150,13.7700,13.8400,10553237
2023-10-18,13.6800,13.9000,13.5700,13.8700,11462828
2023-10-17,13.4200,13.9100,13.3500,13.7500,8952716
2023-10-16,13.2600,13.8200,13.1650,13.7100,10671371
2023-10-13,13.1900,13.3900,13.0400,13.1600,9307958
2023-10-12,13.1900,13.2300,12.8700,13.0500,13743618
2023-10-11,13.0900,13.4200,12.8800,13.3900,9173431
2023-10-10,12.8600,13.2500,12.6950,13.0000,10449557
2023-10-09,12.4500,12.7600,12.3800,12.6800,12585246
2023-10-06,12.1000,12.5000,11.4300,12.4500,27880011
2023-10-05,13.1400,13.1400,12.3601,12.6100,16193821
2023-10-04,13.6100,13.6561,12.9200,13.2000,10909983
2023-10-03,13.9000,14.0000,13.2350,13.5400,16112330
2023-10-02,15.0800,15.1300,14.0950,14.1600,9800345
2023-09-29,15.1100,15.4350,15.0200,15.2000,9409585
2023-09-28,16.0800,16.1400,14.8500,14.8800,10088149
2023-09-27,15.8600,15.9688,15.6300,15.9300,6600822
2023-09-26,16.1700,16.2200,15.7450,15.8600,6904356
2023-09-25,15.8500,16.2700,15.7718,16.2400,7299620
2023-09-22,16.3400,16.4100,15.9200,15.9600,6984696
2023-09-21,16.6000,16.7650,16.4200,16.4300,5510733
2023-09-20,16.8900,17.0900,16.7700,16.7900,5185151
2023-09-19,17.0500,17.1000,16.7400,16.7600,6294523
2023-09-18,17.2100,17.2750,17.0050,17.0800,5241730
2023-09-15,17.4300,17.5800,17.2000,17.2400,10176893
2023-09-14,17.1800,17.5050,17.0750,17.3900,11388258
2023-09-13,17.1200,17.2250,16.9828,16.9900,6629143
2023-09-12,17.0700,17.2650,17.0000,17.0300,8104680
2023-09-11,17.3500,17.5400,17.1900,17.2400,4543813
2023-09-08,16.9900,17.3850,16.9700,17.2700,6048893
2023-09-07,17.5700,17.5800,16.8850,16.9900,9263426
2023-09-06,17.4200,17.4400,17.2200,17.4300,10448964
2023-09-05,17.8400,17.9000,17.3600,17.4400,5297997
2023-09-01,18.0000,18.1100,17.5400,17.8900,5346766
2023-08-31,18.3300,18.3300,17.8700,17.9300,5258152
2023-08-30,18.1300,18.3700,18.0800,18.2200,3083362
2023-08-29,18.0300,18.3050,17.9050,18.2100,4705572
2023-08-28,18.1400,18.2400,17.8550,17.9200,2336173
2023-08-25,17.9000,18.2000,17.9000,18.0600,3195397
2023-08-24,18.2100,18.4600,17.6510,17.7200,5114152
2023-08-23,18.2600,18.3800,18.0600,18.3200,7279279
2023-08-22,17.9100,18.0300,17.7500,17.9600,5206360
2023-08-21,17.9000,17.9800,17.7700,17.9100,3849898
2023-08-18,17.9700,18.1050,17.9000,18.0100,6197868
2023-08-17,18.4900,18.5600,18.0150,18.0500,5883370
2023-08-16,18.0100,18.5900,17.9400,18.4100,11081364
2023-08-15,18.7800,18.7900,17.9250,18.0000,9257429
2023-08-14,19.3800,19.3950,18.8200,19.0200,4722549
2023-08-11,19.6200,19.6350,19.3050,19.4600,3865435
2023-08-10,19.7500,20.0050,19.4700,19.6100,4916111
2023-08-09,19.9100,20.1650,19.5500,19.6100,6259995
2023-08-08,19.5300,19.6700,19.1900,19.6200,5062255
2023-08-07,19.8000,20.1800,19.6300,19.7000,4290691
