,timestamp,open,high,low,close,volume,symbol
0,2023-12-27,231.89,232.75,230.96,231.61,925313,ADP
1,2023-12-26,231.59,233.02,230.38,232.54,1029037,ADP
2,2023-12-22,228.99,231.63,228.5,230.97,1231856,ADP
3,2023-12-21,232.0,232.0,227.12,228.99,1744872,ADP
4,2023-12-20,233.51,235.46,232.01,232.23,1654363,ADP
5,2023-12-19,234.96,235.85,233.395,233.7,1371181,ADP
6,2023-12-18,236.34,236.48,233.986,234.85,1492570,ADP
7,2023-12-15,235.89,237.18,233.69,234.14,5260548,ADP
8,2023-12-14,240.19,240.22,235.29,235.97,2361066,ADP
9,2023-12-13,237.27,239.26,235.57,239.22,1579818,ADP
10,2023-12-12,235.0,236.69,233.16,236.68,1905119,ADP
11,2023-12-11,231.32,235.255,230.86,233.29,1981474,ADP
12,2023-12-08,229.19,232.585,228.27,229.27,1772416,ADP
13,2023-12-07,231.5,232.72,229.4,229.99,1758502,ADP
14,2023-12-06,232.19,232.99,230.225,232.35,1676816,ADP
15,2023-12-05,232.53,232.885,229.86,231.56,1665991,ADP
16,2023-12-04,231.4,233.29,231.17,232.58,2795076,ADP
17,2023-12-01,229.64,233.31,229.23,232.94,1647754,ADP
18,2023-11-30,229.5,230.0,227.48,229.92,4351881,ADP
19,2023-11-29,229.84,231.055,228.84,229.16,1291161,ADP
20,2023-11-28,229.41,230.29,228.435,228.99,1162303,ADP
21,2023-11-27,230.2,230.37,228.185,229.16,1551615,ADP
22,2023-11-24,231.52,231.98,229.1,230.66,659835,ADP
23,2023-11-22,232.7,233.75,229.8,231.15,1439226,ADP
24,2023-11-21,231.81,232.145,230.065,231.21,1715590,ADP
25,2023-11-20,228.64,232.44,228.4417,231.71,1404003,ADP
26,2023-11-17,230.96,230.96,228.0,229.39,1664621,ADP
27,2023-11-16,231.71,233.3,227.25,229.91,1588382,ADP
28,2023-11-15,230.44,232.48,230.13,230.46,1553667,ADP
29,2023-11-14,229.64,231.22,228.775,230.42,1297554,ADP
30,2023-11-13,227.45,227.53,226.09,226.35,1229205,ADP
31,2023-11-10,228.12,229.19,226.34,228.49,1429552,ADP
32,2023-11-09,226.43,227.11,225.38,226.52,1513242,ADP
33,2023-11-08,224.06,226.47,223.28,225.48,1389184,ADP
34,2023-11-07,221.02,223.41,219.21,222.25,1668398,ADP
35,2023-11-06,219.43,220.96,218.63,220.54,1127068,ADP
36,2023-11-03,221.03,222.315,216.42,219.31,2455292,ADP
37,2023-11-02,211.63,218.75,211.52,218.56,2262700,ADP
38,2023-11-01,215.0,215.0,205.53,210.37,3416665,ADP
39,2023-10-31,216.67,218.95,215.25,218.22,2557198,ADP
40,2023-10-30,215.68,217.11,213.26,216.08,1704173,ADP
41,2023-10-27,218.33,218.58,213.9,214.84,2070197,ADP
42,2023-10-26,218.3,222.46,217.12,218.84,2603919,ADP
43,2023-10-25,229.65,230.06,217.0,218.33,4914408,ADP
44,2023-10-24,241.01,242.58,237.92,240.45,1562079,ADP
45,2023-10-23,241.68,243.63,240.82,241.16,1162505,ADP
46,2023-10-20,246.3,246.6,241.45,241.68,1562208,ADP
47,2023-10-19,248.08,249.5,245.64,246.08,1156833,ADP
48,2023-10-18,249.57,250.34,247.85,248.26,1074973,ADP
49,2023-10-17,250.4,250.41,248.0512,249.33,1054633,ADP
50,2023-10-16,248.91,250.11,247.67,249.26,1037942,ADP
51,2023-10-13,248.5,249.54,245.34,247.5,1443827,ADP
52,2023-10-12,250.61,250.815,246.3,247.65,1400815,ADP
53,2023-10-11,249.66,249.92,247.42,249.46,1134373,ADP
54,2023-10-10,250.18,251.3,247.69,249.15,1648895,ADP
55,2023-10-09,245.78,250.42,245.3,250.18,1022850,ADP
56,2023-10-06,242.15,247.65,240.275,246.38,1574943,ADP
57,2023-10-05,244.51,244.92,241.1001,243.36,935328,ADP
58,2023-10-04,241.29,244.35,239.88,243.98,1388645,ADP
59,2023-10-03,238.91,240.555,238.28,240.42,1216614,ADP
60,2023-10-02,240.58,240.95,238.045,239.37,1206402,ADP
61,2023-09-29,244.0,244.0,239.63,240.58,1337015,ADP
62,2023-09-28,242.29,244.4,241.86,243.31,1391030,ADP
63,2023-09-27,238.0,243.6,236.83,242.63,2256253,ADP
64,2023-09-26,238.79,239.31,236.13,237.24,1557661,ADP
65,2023-09-25,239.86,240.53,238.04,240.02,1077206,ADP
66,2023-09-22,237.62,240.93,237.62,239.35,1026176,ADP
67,2023-09-21,242.63,243.09,238.6153,238.72,1260127,ADP
68,2023-09-20,247.21,247.21,243.8,243.865,1364956,ADP
69,2023-09-19,246.44,247.05,243.97,245.84,1030736,ADP
70,2023-09-18,246.16,248.14,245.7001,247.28,1218486,ADP
71,2023-09-15,248.44,248.91,244.69,245.31,2898762,ADP
72,2023-09-14,248.43,248.74,246.35,248.29,1350163,ADP
73,2023-09-13,247.44,249.13,246.95,247.81,1364383,ADP
74,2023-09-12,247.05,248.675,246.9,248.02,1303361,ADP
75,2023-09-11,249.28,249.89,246.89,248.2,1297186,ADP
76,2023-09-08,251.28,251.39,248.86,249.37,1191044,ADP
77,2023-09-07,250.81,251.5865,249.805,250.12,1021596,ADP
78,2023-09-06,252.58,252.67,249.9,251.05,1311207,ADP
79,2023-09-05,254.88,255.57,250.32,252.85,1616460,ADP
80,2023-09-01,254.79,256.76,254.05,255.75,1484201,ADP
81,2023-08-31,255.85,256.425,254.0,254.61,2400226,ADP
82,2023-08-30,254.78,256.1875,253.64,254.93,1587459,ADP
83,2023-08-29,253.88,255.6,252.94,254.35,1139582,ADP
84,2023-08-28,254.9,255.78,253.34,254.39,813560,ADP
85,2023-08-25,251.37,254.145,250.625,253.05,1039476,ADP
86,2023-08-24,251.87,253.63,249.68,249.795,1132661,ADP
87,2023-08-23,250.13,251.515,249.86,250.92,1027797,ADP
88,2023-08-22,250.88,252.03,248.91,249.53,926119,ADP
89,2023-08-21,250.37,252.335,249.91,251.11,1205350,ADP
90,2023-08-18,249.16,251.76,248.63,251.05,2044321,ADP
91,2023-08-17,252.43,252.84,249.435,250.28,1394469,ADP
92,2023-08-16,250.92,252.98,250.35,250.9,1275345,ADP
93,2023-08-15,250.77,252.23,250.115,250.97,1092821,ADP
94,2023-08-14,253.15,254.31,250.99,251.96,1113206,ADP
95,2023-08-11,250.26,253.37,250.08,252.82,926625,ADP
96,2023-08-10,251.67,254.13,249.775,250.56,1153721,ADP
97,2023-08-09,248.8,251.3,248.31,250.31,1145176,ADP
98,2023-08-08,249.49,250.7,247.26,248.34,1068563,ADP
99,2023-08-07,246.89,251.015,246.38,250.82,1266835,ADP
