,timestamp,open,high,low,close,volume,symbol
0,2023-12-27,139.135,139.135,136.05,136.55,3979570,ABNB
1,2023-12-26,141.0,141.0,137.77,138.72,4384804,ABNB
2,2023-12-22,141.88,142.51,139.73,140.8,2937363,ABNB
3,2023-12-21,142.37,143.49,140.31,142.09,3318535,ABNB
4,2023-12-20,146.5,146.5,140.65,141.07,5718006,ABNB
5,2023-12-19,147.5,148.61,146.68,146.91,5054417,ABNB
6,2023-12-18,147.16,148.46,146.12,147.5,4175159,ABNB
7,2023-12-15,147.26,148.73,145.86,146.6,8239015,ABNB
8,2023-12-14,145.0,149.92,144.98,147.26,9568622,ABNB
9,2023-12-13,142.95,144.94,140.34,144.51,6673909,ABNB
10,2023-12-12,137.9,141.06,137.58,140.55,6823194,ABNB
11,2023-12-11,141.36,144.5,140.85,142.91,4560543,ABNB
12,2023-12-08,138.19,141.54,137.8,140.68,4411181,ABNB
13,2023-12-07,135.51,141.16,135.43,139.84,7108552,ABNB
14,2023-12-06,135.59,138.48,135.14,135.31,4810915,ABNB
15,2023-12-05,132.68,135.705,132.66,133.71,4202219,ABNB
16,2023-12-04,134.0,136.75,132.72,133.7,5263394,ABNB
17,2023-12-01,125.5,135.42,125.4,135.02,7424812,ABNB
18,2023-11-30,127.0,128.13,125.085,126.34,5956297,ABNB
19,2023-11-29,127.0,129.583,126.0598,126.48,4615425,ABNB
20,2023-11-28,128.79,129.54,125.85,127.56,4024433,ABNB
21,2023-11-27,127.5,129.56,125.85,129.0,4408422,ABNB
22,2023-11-24,129.05,129.5899,127.78,128.37,2058920,ABNB
23,2023-11-22,127.75,130.58,127.71,129.04,3974609,ABNB
24,2023-11-21,128.0,128.05,124.93,126.82,4587125,ABNB
25,2023-11-20,127.4,130.95,127.01,129.7,4645935,ABNB
26,2023-11-17,126.65,127.97,125.45,127.15,3796137,ABNB
27,2023-11-16,127.12,128.4,125.31,126.28,4177338,ABNB
28,2023-11-15,128.0,131.62,127.0606,128.35,6851426,ABNB
29,2023-11-14,122.355,127.12,121.51,126.68,8405215,ABNB
30,2023-11-13,117.51,119.86,117.4013,119.15,3408800,ABNB
31,2023-11-10,114.525,118.54,114.17,118.15,4775350,ABNB
32,2023-11-09,118.35,119.53,115.2,115.52,5519622,ABNB
33,2023-11-08,119.43,121.2,116.1787,117.66,7813986,ABNB
34,2023-11-07,118.25,122.18,118.1,121.08,5163900,ABNB
35,2023-11-06,123.215,123.93,116.85,118.17,7701997,ABNB
36,2023-11-03,117.98,123.45,117.38,122.64,9020387,ABNB
37,2023-11-02,122.51,122.74,114.1,115.5,14053455,ABNB
38,2023-11-01,118.25,119.89,116.66,119.47,9336533,ABNB
39,2023-10-31,117.13,118.69,114.91,118.29,4647399,ABNB
40,2023-10-30,117.15,118.59,115.35,116.95,5218039,ABNB
41,2023-10-27,116.21,116.745,113.235,114.09,5201552,ABNB
42,2023-10-26,118.14,119.5475,114.4,115.47,5217503,ABNB
