timestamp,open,high,low,close,volume
2023-12-27,127.5200,128.4300,126.6100,127.5900,1002369
2023-12-26,126.2900,127.6150,125.4600,127.4800,778442
2023-12-22,124.0900,126.1300,123.4458,126.1200,1683570
2023-12-21,121.3900,123.2000,121.2000,123.0100,1212608
2023-12-20,119.2800,122.5950,119.1650,120.5400,1634176
2023-12-19,118.8500,119.5700,118.3200,119.5200,873030
2023-12-18,118.3000,118.3000,116.9300,117.9500,744170
2023-12-15,117.8600,118.6300,116.8700,117.5200,1580911
2023-12-14,112.3700,118.9390,112.2600,118.5800,1939866
2023-12-13,109.3300,111.8050,107.9200,111.2500,870246
2023-12-12,109.1000,110.3100,108.1900,109.7500,699088
2023-12-11,110.0500,110.6500,109.0100,109.7800,756137
2023-12-08,107.0000,112.3550,106.6550,110.3400,2081064
2023-12-07,105.3300,105.7700,104.2500,105.0900,729881
2023-12-06,106.1700,106.5400,104.8800,105.1300,969404
2023-12-05,106.0900,106.8100,105.2407,105.5200,509658
2023-12-04,106.6000,108.4550,105.9400,107.0500,661039
2023-12-01,106.3400,108.7900,105.3150,108.6900,689321
2023-11-30,104.8200,106.3500,103.5700,106.0900,1287918
2023-11-29,105.1200,106.2400,104.5000,104.5900,476585
2023-11-28,103.9100,105.0500,103.1900,104.1200,604545
2023-11-27,104.4700,104.6400,103.5500,104.1500,636651
2023-11-24,104.9100,105.2000,104.3900,105.0400,196393
2023-11-22,104.6700,105.3600,104.2400,104.6700,439017
2023-11-21,105.5200,105.6200,103.8500,104.1600,712072
2023-11-20,106.2700,106.4700,104.6200,105.7400,441843
2023-11-17,106.9600,106.9600,105.5050,106.3500,411887
2023-11-16,106.6100,107.3500,105.7600,105.9500,428053
2023-11-15,106.3800,107.3800,105.6500,106.6700,661668
2023-11-14,105.2900,106.3050,104.2750,105.9300,1016213
2023-11-13,102.7500,103.4100,102.1450,103.2300,666519
2023-11-10,102.0500,103.6700,101.4400,103.4900,599651
2023-11-09,102.4400,102.8637,101.1100,101.1300,669919
2023-11-08,101.8900,102.7350,101.5200,102.0700,813768
2023-11-07,101.1600,101.8950,100.2201,101.4100,461394
2023-11-06,101.9000,102.3500,101.4350,101.7300,813941
2023-11-03,100.8400,102.3300,100.2900,101.8900,686859
2023-11-02,100.3800,101.2000,98.2100,99.1300,776360
2023-11-01,98.5900,100.2500,97.1000,98.9200,1169744
2023-10-31,102.1300,104.9900,95.9700,98.3600,2026904
2023-10-30,98.2300,98.7600,96.4700,97.7100,1148788
2023-10-27,97.1200,98.4400,96.9000,97.4300,748024
2023-10-26,97.5300,98.2500,96.7200,97.2500,812356
2023-10-25,96.5600,97.9700,95.9400,96.5200,1030255
2023-10-24,97.7600,98.7900,96.7800,97.1100,588512
2023-10-23,96.5400,97.8900,96.5400,96.8700,694035
2023-10-20,98.5600,98.6950,96.3900,97.0000,1194931
2023-10-19,99.1500,100.8700,98.0250,98.5600,566087
2023-10-18,104.0800,104.0800,99.8800,100.0700,691522
2023-10-17,104.6500,106.7500,103.9100,105.5900,443301
2023-10-16,104.8100,105.6450,103.7600,105.2600,470462
2023-10-13,103.9300,105.0550,102.2600,103.4800,546303
2023-10-12,105.9500,105.9600,103.1300,103.9400,467722
2023-10-11,105.5400,106.3700,105.2000,105.9700,330435
2023-10-10,105.0000,106.5700,104.5300,105.4700,471721
2023-10-09,102.7500,104.9599,102.1700,104.4500,371366
2023-10-06,101.9900,104.4000,101.4200,103.6900,680732
2023-10-05,103.9500,104.0750,102.0750,102.7500,611131
2023-10-04,103.1300,104.3000,102.4800,104.1200,615519
2023-10-03,102.6600,104.0700,101.9500,102.7800,606870
2023-10-02,104.0000,104.5900,102.5200,103.1300,674788
2023-09-29,105.1600,105.3000,103.9100,104.2000,653220
2023-09-28,102.9100,105.2500,102.8450,104.2600,548715
2023-09-27,103.0900,104.0300,102.5750,103.2900,571040
2023-09-26,103.1000,103.7250,101.9300,102.0900,545403
2023-09-25,103.1000,104.5000,103.1000,103.9900,414653
2023-09-22,104.0800,104.8500,103.3550,103.8200,513229
2023-09-21,103.6600,104.7400,102.8400,103.8500,736180
2023-09-20,106.6800,107.3600,104.1700,104.2500,648166
2023-09-19,104.9300,105.9200,104.2700,105.8400,685358
2023-09-18,105.7400,106.1929,104.6300,105.1800,545451
2023-09-15,105.1100,106.5200,104.7700,105.6800,1423482
2023-09-14,106.4400,106.9900,105.4600,106.3100,343042
2023-09-13,106.4900,107.3500,105.1050,105.5600,465571
2023-09-12,107.2000,108.2300,106.6300,106.7600,586722
2023-09-11,108.9500,108.9500,107.7800,108.2700,628511
