,timestamp,open,high,low,close,volume,symbol
0,2023-12-27,153.19,153.2071,147.23,149.32,1994680,ALB
1,2023-12-26,152.09,153.09,149.105,152.39,1958052,ALB
2,2023-12-22,145.94,153.5399,145.45,150.09,2601795,ALB
3,2023-12-21,146.12,147.33,143.4825,145.45,1799815,ALB
4,2023-12-20,148.62,150.07,141.77,142.53,2627551,ALB
5,2023-12-19,148.42,151.29,147.53,148.93,2258051,ALB
6,2023-12-18,147.14,147.42,143.92,145.91,2652762,ALB
7,2023-12-15,147.16,151.23,145.5101,147.06,5938814,ALB
8,2023-12-14,143.5,148.77,143.35,145.89,5668483,ALB
9,2023-12-13,129.36,140.805,129.34,140.06,4955051,ALB
10,2023-12-12,126.54,128.63,123.45,127.94,3062203,ALB
11,2023-12-11,124.0,127.04,120.75,126.54,2798445,ALB
12,2023-12-08,129.0,133.25,127.73,127.99,4844856,ALB
13,2023-12-07,121.23,126.08,120.945,125.35,3971253,ALB
14,2023-12-06,117.5,122.17,116.71,118.3,5019875,ALB
15,2023-12-05,116.22,116.95,112.12,113.26,4357484,ALB
16,2023-12-04,123.9,125.9598,119.21,119.98,3416663,ALB
17,2023-12-01,119.72,126.22,119.2001,126.16,2803838,ALB
18,2023-11-30,124.21,124.21,118.8,121.27,4047900,ALB
19,2023-11-29,126.46,128.45,121.63,123.38,2546647,ALB
20,2023-11-28,121.5,125.95,120.17,123.91,2438781,ALB
21,2023-11-27,125.4,125.79,118.32,120.78,4314729,ALB
22,2023-11-24,125.24,130.275,125.2,128.87,1429527,ALB
23,2023-11-22,126.13,126.63,121.0,126.59,2590869,ALB
24,2023-11-21,128.7,130.72,125.41,126.13,2553724,ALB
25,2023-11-20,127.565,131.505,126.25,130.36,2916372,ALB
26,2023-11-17,125.0,127.43,123.04,127.39,2016500,ALB
27,2023-11-16,124.8,127.04,120.48,122.6,3561738,ALB
28,2023-11-15,127.17,134.46,127.16,127.72,3351287,ALB
29,2023-11-14,118.75,126.32,118.75,125.32,4044077,ALB
30,2023-11-13,114.61,116.88,112.0,114.19,4332936,ALB
31,2023-11-10,114.75,117.76,113.18,116.98,2649441,ALB
32,2023-11-09,119.98,120.6,113.64,114.6,2744634,ALB
33,2023-11-08,121.61,123.4,117.862,119.01,2398485,ALB
34,2023-11-07,119.0,123.12,118.6,122.11,2695027,ALB
35,2023-11-06,125.09,125.74,118.5,119.46,4014068,ALB
36,2023-11-03,127.81,134.22,126.51,127.98,4236902,ALB
37,2023-11-02,119.0,127.0,116.35,124.62,7173518,ALB
38,2023-11-01,125.78,126.0,119.61,122.96,4793357,ALB
39,2023-10-31,126.67,127.35,123.17,126.78,6601232,ALB
40,2023-10-30,136.0,137.48,126.77,127.41,3854386,ALB
41,2023-10-27,136.79,138.35,133.81,134.44,1508114,ALB
42,2023-10-26,136.39,138.95,134.675,135.21,2272266,ALB
43,2023-10-25,136.0,138.11,133.22,135.32,2988415,ALB
44,2023-10-24,137.0,141.8,136.94,139.24,2326424,ALB
45,2023-10-23,136.56,138.85,134.34,136.28,3210859,ALB
46,2023-10-20,142.94,144.62,138.55,138.68,3656382,ALB
47,2023-10-19,150.57,151.6,142.67,144.56,4207861,ALB
48,2023-10-18,163.65,164.06,152.0608,152.89,5773366,ALB
49,2023-10-17,166.22,172.09,165.51,169.48,1594484,ALB
50,2023-10-16,165.97,169.84,165.58,167.73,1884256,ALB
51,2023-10-13,171.84,175.195,162.8,163.38,2289711,ALB
52,2023-10-12,174.8,177.52,165.94,170.8,3323133,ALB
53,2023-10-11,162.08,166.34,162.08,164.8,1777340,ALB
54,2023-10-10,158.76,164.0,158.01,162.08,2484929,ALB
55,2023-10-09,158.04,158.5,153.2,155.75,2607383,ALB
56,2023-10-06,154.66,161.17,153.66,159.84,1834283,ALB
57,2023-10-05,157.21,157.67,152.0,155.03,1948531,ALB
58,2023-10-04,157.56,158.88,152.13,158.4,2304251,ALB
59,2023-10-03,160.0,161.3,155.145,156.77,2515094,ALB
60,2023-10-02,169.19,169.59,161.37,162.41,1949943,ALB
61,2023-09-29,175.0,176.83,169.685,170.04,1969813,ALB
62,2023-09-28,163.98,173.275,163.52,172.4,2547546,ALB
63,2023-09-27,165.11,165.58,162.07,162.63,2245605,ALB
64,2023-09-26,164.51,166.16,162.0,163.65,2295230,ALB
65,2023-09-25,166.39,167.9,164.23,166.89,1788894,ALB
66,2023-09-22,172.15,173.51,167.68,168.21,1288559,ALB
67,2023-09-21,172.5,172.7238,167.67,168.94,2246874,ALB
68,2023-09-20,180.09,181.48,174.21,174.44,1730652,ALB
69,2023-09-19,181.3,182.25,178.405,179.99,1397281,ALB
70,2023-09-18,183.38,183.5,179.47,181.62,1419962,ALB
71,2023-09-15,184.33,188.4699,182.93,183.84,1980558,ALB
72,2023-09-14,186.15,186.6299,183.81,184.97,1552745,ALB
73,2023-09-13,185.31,186.82,182.98,184.58,1437810,ALB
74,2023-09-12,186.0,188.4,183.61,184.35,1480666,ALB
75,2023-09-11,186.3,189.19,185.65,186.32,1297852,ALB
76,2023-09-08,187.05,187.5145,182.31,184.43,1531722,ALB
77,2023-09-07,186.69,188.3561,184.0301,187.57,1766705,ALB
78,2023-09-06,200.45,201.76,187.89,189.83,2544126,ALB
79,2023-09-05,200.24,203.62,197.33,200.8,2581039,ALB
80,2023-09-01,200.66,202.04,198.6,200.26,1158151,ALB
81,2023-08-31,199.59,199.965,197.9,198.71,1001263,ALB
82,2023-08-30,197.21,199.22,195.71,198.59,1081528,ALB
83,2023-08-29,190.63,198.79,189.46,197.75,1712961,ALB
84,2023-08-28,189.47,192.98,189.01,189.64,1176497,ALB
85,2023-08-25,190.0,190.87,185.659,189.74,1761329,ALB
86,2023-08-24,192.04,192.93,189.35,190.74,1281269,ALB
87,2023-08-23,188.52,192.35,186.76,191.78,1189243,ALB
88,2023-08-22,189.76,190.47,185.881,188.16,1870131,ALB
89,2023-08-21,185.98,188.54,185.7,188.07,1787105,ALB
90,2023-08-18,180.79,183.67,180.3201,183.39,1775259,ALB
91,2023-08-17,181.28,184.69,180.04,182.68,2091277,ALB
92,2023-08-16,182.2,186.79,179.85,181.53,1851231,ALB
93,2023-08-15,182.88,184.96,179.28,184.04,2676675,ALB
94,2023-08-14,184.78,185.98,182.08,185.54,2802500,ALB
95,2023-08-11,190.33,190.51,186.755,187.49,1783121,ALB
96,2023-08-10,195.55,195.82,191.16,191.67,1954424,ALB
97,2023-08-09,196.5,197.54,194.11,194.22,1077825,ALB
98,2023-08-08,193.91,195.7,191.53,195.65,1505963,ALB
99,2023-08-07,200.15,200.44,194.72,196.75,1723475,ALB
