timestamp,open,high,low,close,volume
2023-12-27,245.3600,245.8800,244.3800,245.1100,771064
2023-12-26,242.4900,245.3550,241.9600,245.0700,595012
2023-12-22,243.7400,244.0313,240.3050,242.7600,719925
2023-12-21,240.6500,242.6490,239.0600,241.8900,1024336
2023-12-20,237.3300,241.5600,235.7150,236.7100,1353566
2023-12-19,239.6500,240.8000,237.7500,238.1600,1528226
2023-12-18,240.7900,242.4700,236.3500,239.1400,1764866
2023-12-15,241.3500,243.1720,238.8900,242.2900,3179508
2023-12-14,235.3600,242.6350,235.2550,240.8100,3303631
2023-12-13,228.9900,235.0000,227.9000,234.9100,2051452
2023-12-12,224.8300,228.9500,224.2525,227.9400,1369313
2023-12-11,224.5100,228.2800,224.5100,226.0900,1486994
2023-12-08,222.0700,225.3100,221.8950,224.0100,1073730
2023-12-07,220.0000,224.4600,219.0450,223.8400,1330421
2023-12-06,221.7100,221.9700,218.5750,219.5500,1461997
2023-12-05,220.0100,220.8400,216.7900,220.4500,1386581
2023-12-04,222.9400,224.2800,217.9600,221.3100,1747101
2023-12-01,218.2700,225.2550,217.0000,224.9300,1977263
2023-11-30,215.2200,218.7800,212.7000,218.4300,3073674
2023-11-29,210.0300,217.3850,210.0300,213.8500,2799538
2023-11-28,201.8000,207.6500,201.8000,207.3700,1573209
2023-11-27,202.2100,203.0150,200.8476,202.2600,1441400
2023-11-24,202.6600,203.5700,201.1100,203.4200,912476
2023-11-22,201.2500,208.5500,200.0500,202.6600,4288913
2023-11-21,219.0000,221.9900,216.6300,217.6700,2109770
2023-11-20,217.4900,221.9650,217.1800,219.7000,1522678
2023-11-17,215.3000,217.5400,214.3250,217.3300,1131110
2023-11-16,216.1000,217.5000,213.8870,215.0200,1130496
2023-11-15,217.2100,218.2600,215.5200,216.1100,1031468
2023-11-14,214.5400,218.0700,213.9700,217.3600,1155581
2023-11-13,209.2600,211.9700,208.4200,210.1000,1055691
2023-11-10,205.2600,211.0500,203.7150,210.5800,1014854
2023-11-09,208.0200,208.8800,204.4000,204.6800,844795
2023-11-08,206.1600,207.9200,205.3600,206.9300,745318
2023-11-07,204.0200,206.7495,202.7900,205.3100,910266
2023-11-06,203.1700,203.3300,199.8400,201.9900,1005558
2023-11-03,200.7400,205.3500,200.2800,203.9800,1354669
2023-11-02,199.5100,200.2800,192.0100,199.2400,1939964
2023-11-01,198.1200,199.4600,195.9400,198.9300,1066735
2023-10-31,198.2900,198.6250,195.3200,197.6300,1057757
2023-10-30,196.0800,198.6700,194.6200,197.7900,1084430
2023-10-27,196.2500,197.1100,192.8800,195.1500,1157419
2023-10-26,201.0000,202.4241,192.9200,196.1200,1944204
2023-10-25,203.1500,204.4100,199.8150,200.2100,1155829
2023-10-24,201.8200,205.7100,201.4700,205.0400,998821
2023-10-23,201.6200,203.1700,198.8200,199.7200,1012616
2023-10-20,206.2500,206.7200,201.3400,202.6900,1060682
2023-10-19,210.3300,210.9300,205.2000,206.0700,1383567
2023-10-18,211.3500,212.0890,209.0700,209.6400,1307659
2023-10-17,209.3200,215.4400,208.2250,213.9900,1004247
2023-10-16,211.0200,213.9700,210.1000,211.7800,786398
2023-10-13,212.8300,213.7500,208.6300,209.4700,1313947
2023-10-12,213.8300,215.0000,211.1200,212.7700,1207221
2023-10-11,214.1000,215.1800,211.6300,213.2000,965508
2023-10-10,211.1500,214.9100,210.0000,212.4700,914161
2023-10-09,208.1000,211.0500,206.6100,210.5600,766007
2023-10-06,202.0800,211.2800,201.3300,210.0400,1238096
2023-10-05,206.2300,206.4600,200.4100,203.9600,958648
2023-10-04,204.2800,207.6200,204.0500,207.0600,892695
2023-10-03,207.8900,209.0520,201.2100,203.2800,1103078
2023-10-02,206.0600,209.4157,205.5400,208.9900,855181
2023-09-29,209.7100,210.9900,206.5800,206.9100,1073911
2023-09-28,202.2800,208.5650,201.9500,207.8900,1466278
2023-09-27,202.0600,203.6400,200.0900,202.2800,1064977
2023-09-26,204.0500,204.5800,200.2600,201.6600,1544613
2023-09-25,203.0050,205.7000,202.0000,205.6700,1141960
2023-09-22,204.5500,206.2800,203.7900,204.0400,1122774
2023-09-21,206.7800,207.1100,203.2000,204.0600,1425177
2023-09-20,213.1200,213.4300,207.6050,207.7300,1230385
2023-09-19,212.1300,212.6000,209.0700,212.0600,1145975
2023-09-18,212.4350,214.2100,212.1900,213.5200,880353
2023-09-15,216.6700,217.3600,212.8100,213.3500,1944419
2023-09-14,213.3400,217.2000,211.6000,216.6700,1137169
2023-09-13,212.2000,213.8300,210.5700,212.2600,1095003
2023-09-12,215.1300,217.0700,211.2500,211.8000,1574632
