date,ticker,close
2023-01-03,v,1.0
2023-01-04,v,1.0251699696224505
2023-01-05,v,1.0179372197309418
2023-01-06,v,1.0499541925840206
2023-01-09,v,1.0540527508558755
2023-01-10,v,1.06605911567578
2023-01-11,v,1.070929167269396
2023-01-12,v,1.0782583538261248
2023-01-13,v,1.0755581271999615
2023-01-17,v,1.0752688172043012
2023-01-18,v,1.0581995274603406
2023-01-19,v,1.062780269058296
2023-01-20,v,1.0815854187762188
2023-01-23,v,1.080958580452288
2023-01-24,v,1.0795602488065963
2023-01-25,v,1.0844303004002123
2023-01-26,v,1.083514152080621
2023-01-27,v,1.1159650899271905
2023-01-30,v,1.1046820000964368
2023-01-31,v,1.1100342350161532
2023-02-01,v,1.1133612999662472
2023-02-02,v,1.1069000433964995
2023-02-03,v,1.1096484883552726
2023-02-06,v,1.1063214234051788
2023-02-07,v,1.1153864699358698
2023-02-08,v,1.1099860166835431
2023-02-09,v,1.1058874584116882
2023-02-10,v,1.0955205169005255
2023-02-13,v,1.1036211967790155
2023-02-14,v,1.1060803317421284
2023-02-15,v,1.1038140701094556
2023-02-16,v,1.0889146053329477
2023-02-17,v,1.0779690438304643
2023-02-21,v,1.0637928540431072
2023-02-22,v,1.0608997540865037
2023-02-23,v,1.0662519890062203
2023-02-24,v,1.058633492453831
2023-02-27,v,1.0624909590626357
2023-02-28,v,1.0605140074256232
2023-03-01,v,1.052895510873234
2023-03-02,v,1.0562707941559382
2023-03-03,v,1.0789816288152756
2023-03-06,v,1.093350691933073
2023-03-07,v,1.0760885288586721
2023-03-08,v,1.0713631322628865
2023-03-09,v,1.0608515357538937
2023-03-10,v,1.0421910410338011
2023-03-13,v,1.0341385794879214
2023-03-14,v,1.0543420608515357
2023-03-15,v,1.0433000626838325
2023-03-16,v,1.0485076426057187
2023-03-17,v,1.0482183326100583
2023-03-20,v,1.0518829258884228
2023-03-21,v,1.0702058922802449
2023-03-22,v,1.0609961907517238
2023-03-23,v,1.0732918655672887
2023-03-24,v,1.0658180240127297
2023-03-27,v,1.0695308356237043
2023-03-28,v,1.0623945223974156
2023-03-29,v,1.0767153671826029
2023-03-30,v,1.0721828439172574
2023-03-31,v,1.0871305270263756
2023-04-03,v,1.1041998167703362
2023-04-04,v,1.0977385602005882
2023-04-05,v,1.1001976951637014
2023-04-06,v,1.0896860986547086
2023-04-10,v,1.0918077052895512
2023-04-11,v,1.101547808476783
2023-04-12,v,1.0984618351897393
2023-04-13,v,1.1219923815034476
2023-04-14,v,1.1284054197405855
2023-04-17,v,1.1258016297796423
2023-04-18,v,1.126380249770963
2023-04-19,v,1.121413761512127
2023-04-20,v,1.131202083031969
2023-04-21,v,1.1285500747384156
2023-04-24,v,1.122329909831718
2023-04-25,v,1.1070446983943296
2023-04-26,v,1.1001012584984813
2023-04-27,v,1.1042480351029462
2023-04-28,v,1.122185254833888
2023-05-01,v,1.1211244515164667
2023-05-02,v,1.0944597135831042
2023-05-03,v,1.0896378803220985
2023-05-04,v,1.0878055836829164
2023-05-05,v,1.1176045132359325
2023-05-08,v,1.119774338203385
2023-05-09,v,1.124740826462221
2023-05-10,v,1.1151453782728193
2023-05-11,v,1.1138917016249579
2023-05-12,v,1.11567577993153
2023-05-15,v,1.1225710014947683
2023-05-16,v,1.1112879116640146
2023-05-17,v,1.1217995081730074
2023-05-18,v,1.126380249770963
2023-05-19,v,1.1249819181252714
2023-05-22,v,1.1151935966054294
2023-05-23,v,1.0828873137566903
2023-05-24,v,1.0716524422585467
2023-05-25,v,1.0771011138434834
2023-05-26,v,1.084960702058923
